"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
-147.015229953565,-22.9748642261906,-309.893652227759,-731.774645909854,-731.774645909854,-569.948592984705,-556.640420354907,-731.774645909854,-387.949145600486,-345.236504941754,-345.379938873999,-452.003596365633,-71.3903341975352,-126.395743199164,-42.5637247729731,-12.2648280058578,-35.2668653380791,-620.957869677458,-600.98059195445,-2.80223410271928,-0.153997184054168,-7.24927848310217,-32.3539596427488,-10.5513862693568,-353.378312618099,-3.99844846904274,-362.984592653028,-265.952254839373,-2.76516721913171
-151.722343180013,-21.2711737860602,-357.005419835344,-731.774645909854,-731.774645909854,-651.052684111756,-637.829764311761,-731.774645909854,-434.586160971197,-384.032762437571,-384.862407434709,-523.385341355873,-81.7271439547924,-149.596286526558,-52.244590251788,-21.9238778719118,-46.5403602309961,-679.47262666556,-656.829032650521,-9.13466139253336,-0.391125379469583,-9.04340558713614,-40.4644712921289,-9.91907460114409,-318.139217450341,-2.45685512195288,-320.820649412564,-280.663005527797,-1.43663934943748
-12.4975677005512,-4.38883350445236,-158.221291017102,-555.911225380829,-731.774645909854,-109.577066877294,-200.657256253667,-385.53844978733,-296.478050947976,-290.291629702688,-286.015047105895,-146.858611017925,-26.6223511139942,-91.2448794333999,-151.97049249639,-128.01086291627,-154.12747771402,-300.890194665043,-397.107682808569,-321.886617486295,-449.992036199262,-197.627454624994,-243.204602114568,-212.017941274232,-646.405238754186,-54.6501509767519,-227.271482110784,-64.1161987584261,-0.0124966982718797
-14.7331493692247,-4.61998934149246,-202.622604099482,-715.188049132579,-731.774645909854,-165.71665247112,-280.260569481971,-476.274888879002,-345.3154902224,-341.750739887401,-327.858621059628,-183.904029642218,-17.5935975616069,-110.197448727317,-151.130747139182,-104.721028541181,-139.354495507294,-364.194878246688,-450.47188872138,-188.321484870082,-316.662564419817,-151.28879957282,-236.005450738074,-208.224744525799,-416.216600129969,-46.0407725111557,-143.718406168351,-29.5098853862464,-0.00990218865160297
-3.47700587905657,-2.57314885261397,-287.683826512353,-731.774645909854,-731.774645909854,-289.142264855441,-437.249109093824,-648.604434341753,-434.077702105936,-421.855600207356,-403.203872932316,-273.174599224061,-4.09120549086512,-155.485267664079,-151.001741722657,-92.8280522604673,-125.689447038772,-482.699764439181,-550.487762102473,-43.743061492045,-145.613200573114,-89.8495396009728,-229.516553075182,-181.235969204436,-141.413691121958,-42.2882193875061,-47.3735355398524,-1.08570949704003,-0.619108763564377
-4.01722910342737,-3.44421900763568,-300.568362629956,-731.774645909854,-731.774645909854,-303.769234184882,-464.575211364234,-671.41501221008,-450.544813791086,-437.541439275447,-417.71194096601,-284.855461084569,-3.02267938869795,-163.687935797013,-158.007473380069,-98.2826418687725,-130.623783683555,-498.535646674514,-564.895505486463,-39.9872618718742,-139.748584310834,-89.9283750344245,-238.773046294387,-187.434940108757,-125.393585243704,-43.0695786208157,-43.7753863046447,-0.261232049707059,-2.03031087717433
-4.14684854582377,-4.57741836627194,-326.072773250342,-731.774645909854,-731.774645909854,-342.883785578514,-508.118620022341,-719.635290069482,-474.231801420176,-457.973418835565,-437.787293691457,-314.941277588317,-3.85813380015789,-179.134599195396,-160.023090819297,-102.277747920724,-130.19115427998,-531.75121767858,-593.082378931004,-23.041942844677,-109.437221029583,-80.4591651967103,-237.878465562941,-182.006289316025,-83.1134922121319,-38.6124071723876,-30.211055837371,-0.0773981255996196,-3.601756902484
-84.5569947974545,-92.9067034856021,-672.965673584697,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-681.993425413247,-261.475908383644,-354.020062085095,-317.946259857796,-181.793096425026,-245.996156234975,-731.774645909854,-731.774645909854,-8.1303290247386,-98.2253322001948,-101.021166475195,-433.663044564903,-311.162559917952,-0.162860704960105,-34.2486270580783,-75.14803306193,-30.2738932134832,-1.89714673052626
-28.2972955474647,-35.6162401711351,-520.435081126699,-731.774645909854,-731.774645909854,-597.662786807826,-731.774645909854,-731.774645909854,-702.577619741967,-668.463753422785,-633.194685111903,-512.724128126252,-109.662801060568,-277.680338307954,-244.895977677117,-132.425064281981,-189.264782036278,-731.774645909854,-731.774645909854,-11.0869320028065,-67.6041705555315,-78.0675559989147,-348.500496714974,-251.496227226135,-3.45908593723963,-31.5601795625646,-30.461060113147,-0.804689431395593,-0.651430766245858
-19.4382945106483,-368.732125448543,-99.5723566786732,-272.063660288638,-731.774645909854,-167.795168927219,-731.774645909854,-86.4989878923375,-39.2065647550574,-2.01861717281876,-0.424858274081706,-236.956088961704,-731.774645909854,-162.63247860047,-347.98814352256,-731.774645909854,-444.096451215228,-12.8022971725929,-13.7888320407385,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-599.562187365736,-731.774645909854,-731.774645909854,-1.5450803348375
-0.723862017066146,-4.81677281967373,-27.5841524082927,-1.16656818957354,-731.774645909854,-2.4541111509001,-17.965075729625,-3.21165270490801,-42.0748173933789,-15.9341667830328,-33.468475454967,-112.511599301909,-648.475179328779,-140.104730914203,-225.609656222699,-498.245281536204,-266.340285848473,-9.93349224610224,-121.765188117066,-731.774645909854,-731.774645909854,-731.774645909854,-415.973787419587,-392.592799381477,-731.774645909854,-302.263549531411,-731.774645909854,-731.774645909854,-2.66903576458501
-0.225649993694954,-3.70755011370014,-22.2424212013374,-5.39355481307513,-731.774645909854,-1.99618143707602,-11.7333883942581,-13.3493784214387,-67.203179714149,-34.2715732889862,-57.5085232501132,-108.531676540273,-460.215158916764,-117.218768111753,-209.675072515548,-425.937559416845,-253.825573621192,-22.3598999842618,-144.908471040454,-731.774645909854,-731.774645909854,-731.774645909854,-384.528414062371,-353.074388590091,-731.774645909854,-256.915677548158,-731.774645909854,-731.774645909854,-3.29530824368485
-2.45672287788974,-60.9677215877145,-2.66659793787666,-353.531457091679,-731.774645909854,-85.5933220636399,-731.774645909854,-314.628733400479,-13.6566509569131,-46.9770753771521,-32.3299130982173,-0.881885222345252,-731.774645909854,-1.89241462460928,-20.9170315524785,-150.640184041921,-40.748294965028,-121.115909000873,-31.0630882740115,-731.774645909854,-731.774645909854,-447.877357243996,-311.483939679169,-349.142548594912,-731.774645909854,-107.700659675552,-731.774645909854,-731.774645909854,-1.27265839576599
-8.95712577498098,-33.8756840477282,-6.90806979407842,-406.499041834695,-731.774645909854,-107.247162653035,-731.774645909854,-358.151275587869,-13.6540678649527,-64.206311217228,-51.5915702767856,-1.65194339929229,-731.774645909854,-0.749140822940073,-10.0356170878879,-93.3530928389471,-20.6899176287346,-152.592664765734,-52.7953401618517,-731.774645909854,-731.774645909854,-338.974476720618,-254.709717206718,-291.488150831364,-731.774645909854,-74.0069560417394,-731.774645909854,-731.774645909854,-1.09548649153528
-13.1786375444486,-4.05772926042606,-206.622278757039,-731.774645909854,-731.774645909854,-235.675261716923,-261.591498790385,-511.953567025103,-296.291091951403,-284.852977465767,-279.304489803406,-217.750794457461,-0.11716077138688,-105.007695583361,-75.8833170736977,-43.3287627917293,-70.2263437964471,-393.65081426913,-449.943274903992,-71.2254301420976,-149.941808016184,-69.6363507776863,-116.205609830217,-99.4082706544259,-279.215714710828,-24.6192036966033,-172.738363221579,-39.2048318282518,-2.3722815016627
-20.8095960789459,-8.00976411094729,-268.449200263579,-731.774645909854,-731.774645909854,-312.678941848897,-363.765558637107,-625.115557503654,-368.812477948824,-351.411809717724,-342.690962989714,-282.67236919204,-0.0979814660123321,-138.096100665759,-94.0337478665487,-57.8936507185918,-79.3930204899377,-469.52317480413,-523.58938167891,-19.4899559490298,-86.3580837989495,-53.8377973002588,-137.133547223638,-103.78959101647,-128.872946483095,-26.7880950417922,-84.0799546933798,-3.33337720760436,-2.85893722135896
-28.8390474841338,-5.55318490667996,-300.843182781646,-731.774645909854,-731.774645909854,-395.857600903319,-437.393640777647,-713.429606807999,-398.335345684289,-372.823977225319,-365.661113570146,-344.89387832455,-0.5466523384803,-142.695130449165,-84.9173163989336,-45.4722156221109,-68.8950345865144,-528.913906373201,-569.586285881633,-6.16967129463246,-32.8725968651655,-33.6100442174389,-115.492666133915,-77.1971822393378,-72.8706938541356,-14.5890614133511,-81.7281408718516,-1.69575897223278,-1.46236318842092
-19.2492156952498,-28.1146065412152,-446.995217648801,-731.774645909854,-731.774645909854,-558.214678693346,-708.562291060469,-731.774645909854,-572.093628508936,-535.404868838139,-517.907079892091,-485.9452744545,-7.61658312961046,-220.968032299538,-161.167765700817,-79.5315365798171,-126.33033841278,-689.183558361845,-725.427696392519,-1.14826180982523,-20.8923916059873,-48.5306463908084,-214.561607656546,-141.795851789376,-5.15189433097308,-20.0727255509282,-2.9260742501497,-0.536538271800205,-3.26608320724858
-37.7270527335895,-43.4297399272639,-515.0134197799,-731.774645909854,-731.774645909854,-672.579647266028,-731.774645909854,-731.774645909854,-643.779399826193,-597.070176823242,-578.282974855433,-580.547732532642,-11.6955954264522,-254.236527895101,-185.756784244112,-94.5187423481611,-145.313825852763,-731.774645909854,-731.774645909854,-0.354205984215029,-21.9168873470143,-52.6993174941045,-236.085257504644,-151.373769059445,-2.79016191021171,-16.4085536818793,-2.32340381616839,-3.49330011741047,-2.22091398811792
-42.6845352424048,-45.0355931351135,-526.662844252456,-731.774645909854,-731.774645909854,-694.789953005383,-731.774645909854,-731.774645909854,-655.058385887633,-606.285942778279,-587.671720264223,-599.144584833754,-13.3253590723223,-260.083649560254,-189.445535988672,-97.8126824899876,-148.400076029685,-731.774645909854,-731.774645909854,-0.193473078217939,-22.7673617235231,-54.1189816452337,-237.970435581937,-151.592627408475,-2.87945171184671,-16.2775121925228,-3.69951607981184,-6.25381683430164,-2.37427319385602
-4.9847493912342,-33.8942735958624,-0.197790206764637,-109.834122763857,-731.774645909854,-12.1488729566785,-507.432321257558,-122.031053777705,-3.76842035575464,-22.5523979584158,-10.114659378087,-17.8863595783951,-731.774645909854,-19.2887460212952,-35.3064553818617,-200.114213710965,-70.2242140437916,-61.2458292629403,-32.701111300798,-731.774645909854,-731.774645909854,-556.019926060929,-263.54476124578,-285.030549739216,-731.774645909854,-155.35874580034,-731.774645909854,-731.774645909854,-1.90057779098112
-3.48060822956979,-26.6778624564869,-0.186086800554679,-113.232863696962,-731.774645909854,-13.1609362938034,-479.495724937382,-127.199922896077,-4.89675814785135,-23.7292522958178,-10.3397542798822,-15.8974027285017,-731.774645909854,-18.3118102392379,-31.379594162795,-178.603394727278,-63.4243434678096,-69.8113677730229,-38.5624699308573,-731.774645909854,-731.774645909854,-519.522614912165,-244.263068312388,-264.187341227924,-731.774645909854,-144.195861917267,-731.774645909854,-731.774645909854,-2.02871309795808
-1.67865964719341,-11.3340032199423,-0.372492383503235,-144.704856717667,-731.774645909854,-25.0719223048637,-444.437129773965,-155.828678769051,-10.9416152876728,-29.6702121865335,-13.1184492199584,-13.2790880930526,-731.774645909854,-11.9990951811683,-21.7384177148896,-122.192401425008,-45.1590359036323,-97.9821281948483,-56.5424431537406,-731.774645909854,-731.774645909854,-418.602707177535,-195.865084850527,-213.032403859115,-731.774645909854,-112.920612784825,-731.774645909854,-731.774645909854,-2.0848833843324
-249.144158213112,-45.0239769308186,-295.110955300254,-731.774645909854,-267.348245653473,-652.789607729877,-707.155239781093,-731.774645909854,-369.635440550315,-320.814491761561,-317.974456716802,-476.911439657165,-380.748594547103,-99.003448948075,-15.2442140966363,-8.26535208492642,-22.3847022365274,-675.297302842317,-580.194919956873,-35.7652297553204,-1.22146839557711,-1.76435840596207,-6.43094420979381,-2.03113048315765,-731.774645909854,-1.30434591620932,-731.774645909854,-731.774645909854,-2.04406796385141
-214.600793321654,-33.4884701828621,-265.307401786897,-731.774645909854,-295.865160949847,-590.65204550592,-641.87805530104,-731.774645909854,-340.733691825923,-297.581610253195,-294.424909896175,-427.168120364007,-349.034004266287,-88.636687177788,-11.5783695939939,-3.92068993027861,-15.8172595818747,-631.67234217619,-544.968170901653,-21.3688319481818,-2.67772566563,-1.23731908245919,-4.89303869400209,-1.48589622686069,-731.774645909854,-1.38144920422956,-731.774645909854,-731.774645909854,-1.99311353184158
-166.455000248301,-16.25171410422,-204.002580540794,-731.774645909854,-206.947571357654,-499.926381969346,-640.909105539573,-731.774645909854,-269.615177001243,-249.919575856957,-241.468951349068,-337.343315353769,-553.707581166902,-56.8249503008777,-3.94847344866875,-0.951463293634386,-6.58295500962289,-581.047622426084,-462.92938100528,-55.0992923845841,-17.8533417436903,-1.40930599954792,-3.03290324884575,-2.20445619537242,-731.774645909854,-2.2974978501547,-731.774645909854,-731.774645909854,-2.40963995530992
-89.8926815687755,-5.06469832335813,-129.251562670898,-731.774645909854,-273.203687788968,-349.783049035103,-517.433614385303,-602.781134207655,-199.464450166152,-186.962887362843,-176.670881391635,-216.656998535512,-597.615145969888,-30.4184761790993,-3.05754573551861,-0.190467044030257,-5.32652155941524,-472.695310569591,-362.681340618441,-133.663803798542,-58.9469399556803,-7.14152964690396,-4.63681690290613,-6.24425874286731,-731.774645909854,-5.21705840054601,-731.774645909854,-731.774645909854,-2.32890371581834
-224.149571053036,-43.5667426405964,-310.416139178234,-731.774645909854,-731.774645909854,-645.900806069904,-647.282446060318,-731.774645909854,-384.116591174591,-335.366418077341,-335.131232633783,-486.099098974041,-221.228489086345,-115.428269861842,-24.3103677278956,-10.8999594299802,-27.2179033952553,-664.031997112897,-602.026787332932,-15.0009647249902,-1.54879647587665,-2.49085920487885,-12.678309022216,-1.82941646189513,-633.776062222173,-1.15770828115549,-614.778204402196,-589.647826802474,-1.47001013791666
-188.471717126843,-27.3804657207231,-249.660393395776,-731.774645909854,-548.727576870613,-546.801928232297,-576.640339628709,-731.774645909854,-324.914249878639,-285.667976887092,-283.25434755802,-396.345491899284,-276.08661218698,-86.1788891491575,-12.5311412499102,-2.44446155263511,-13.4547087325971,-597.411755124187,-527.339383950489,-10.8536529334123,-1.64534466950414,-1.59604806997732,-4.76661067700806,-2.17981503646943,-731.774645909854,-1.46928318637902,-731.774645909854,-687.47717835975,-1.79637745213892
-253.021198877579,-51.4486969908177,-317.579623759953,-731.774645909854,-731.774645909854,-677.290450643803,-693.430525109138,-731.774645909854,-390.665857300832,-339.314629651088,-338.532158417479,-504.852148236774,-286.008445525833,-114.114889938882,-22.360199420925,-12.840736786185,-28.2059241745191,-686.042629869405,-609.337409950503,-27.6067378860308,-1.43154472780883,-2.80725520395952,-11.2851567154901,-2.17236859839901,-731.774645909854,-0.954325936142714,-701.796242926987,-714.495902496558,-1.60099532640724
-275.485443622406,-69.0587628245441,-287.811692405273,-731.774645909854,-731.774645909854,-715.762426402624,-731.774645909854,-731.774645909854,-302.976090657349,-328.026417689655,-310.512248358957,-477.270897769144,-731.774645909854,-70.3336316706343,-11.9721801201961,-4.11694829317485,-29.5103907654544,-731.774645909854,-548.359191406911,-159.614546294989,-16.5028328422449,-0.519645436449509,-2.92091376801196,-14.1260349596676,-731.774645909854,-1.89886096926534,-731.774645909854,-731.774645909854,-1.68554263538083
-122.027074178365,-12.1974496039437,-157.730094794198,-731.774645909854,-715.478802750667,-423.590465930273,-636.34237031254,-693.067247378253,-213.784243892399,-214.703557194116,-201.962184685783,-264.575285768991,-717.876595178394,-36.5263853244485,-5.54606196336458,-0.224338560213131,-5.22466553464235,-535.562325598267,-397.616530105448,-111.677851188978,-44.6009097445431,-2.6125843053079,-4.11776414684147,-4.97502167330671,-731.774645909854,-4.22461312860039,-731.774645909854,-731.774645909854,-2.51949257050347
-235.411077233706,-37.8530663613939,-276.948217513438,-731.774645909854,-174.698313515626,-623.539166471026,-694.713969144533,-731.774645909854,-351.289857815587,-306.655869221931,-302.72454092037,-449.791248172554,-413.795187437162,-89.8292084439953,-11.7106329892368,-5.40733928313713,-18.3005438169693,-657.748446454841,-557.400871014077,-34.0860716078592,-1.50023060123511,-1.40294313393637,-4.65461827732603,-1.68791971856347,-731.774645909854,-1.50969961679687,-731.774645909854,-731.774645909854,-2.19678839362554
-205.179755446757,-29.7845549245545,-255.206707186385,-731.774645909854,-259.31106994897,-572.108946312716,-627.693077857076,-731.774645909854,-330.962738038977,-289.545164549598,-286.042162843224,-411.367996234258,-354.354610385572,-84.4178045130054,-10.233361061721,-3.01857101192545,-13.8317102797387,-619.337477109131,-532.468974324322,-20.6052737567544,-3.34856369169428,-1.23990424876989,-4.23406779414212,-1.46125831273223,-731.774645909854,-1.403151178621,-731.774645909854,-731.774645909854,-2.00777831663639
-311.270627674191,-97.6804347329666,-258.967905464228,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-731.774645909854,-256.56104405356,-355.356139214328,-313.249543270359,-423.880569898847,-731.774645909854,-45.462286197008,-8.82866503837602,-8.38654941245853,-7.24652937993426,-686.368802427078,-492.184350295148,-348.80228159956,-73.1517035514177,-0.308380277018179,-35.7696997485979,-76.2280714499658,-731.774645909854,-2.25859502891296,-731.774645909854,-731.774645909854,-1.83395820076342
-289.532077649509,-87.838351299355,-241.130877320678,-731.774645909854,-731.774645909854,-701.213218966146,-731.774645909854,-731.774645909854,-241.812496026691,-340.008606075159,-298.138915445647,-394.65927620603,-731.774645909854,-39.2551383534283,-7.25107667255181,-7.17181295688275,-6.15330718952169,-660.4011403613,-471.026401343841,-338.065813679113,-72.5317227821614,-0.253395354585475,-35.4265753318951,-74.2942766926203,-731.774645909854,-2.33454354171025,-731.774645909854,-731.774645909854,-2.0924815700025
